id,feature_type,created_at,updated_at,name,description,state_name,releases,parent_id,parent_name,owner_name,tags,start_date,end_date,teams,Marketer,Product Manager,Developer,"",Business impact,User benefits,AB Tasty,Optimizely,Launchdarkly,VWO,Statsig,Eppo,Adobe Target,Split,Product Spec,Development,Design Assets,Effort in sprints,Strategic objective,React / Native 🔵,Flutter 🔵,Android 🔵,Go 🔴,Python 🔴,Node JS 🔴,PHP 🔴,C# 🔴,Java 🔴,JS/TS 🔵,iOS 🔵,Ruby 🔴,Released with Feature Flag,Adoption flow done,User testing done,Squad,=,% of users who tried after 2 weeks,Total effort in sprints,Main justification,Benefit Score,Ratio Benefits / Effort,Customers can self-onboard with our A/B testing platform priority,Customers can self-onboard with our A/B testing platform value,Address critical user pain points (cleaning) priority,Address critical user pain points (cleaning) value,Increase user engagement priority,Increase user engagement value,Build a very first MVP on Product Recommendation priority,Build a very first MVP on Product Recommendation value,Developers can install and operate Kameleoon without any external support priority,Developers can install and operate Kameleoon without any external support value,Demonstrate product/market fit for Feature Management priority,Demonstrate product/market fit for Feature Management value,Tech re-architecturing of our machine learning algorithms priority,Tech re-architecturing of our machine learning algorithms value,Add new ways of analyzing campaigns data priority,Add new ways of analyzing campaigns data value,Improve the success rate of our data existing solutions priority,Improve the success rate of our data existing solutions value,Make our existing AI solution usable in self mode by our customers priority,Make our existing AI solution usable in self mode by our customers value,Continue major tech-debt re-platforming effort priority,Continue major tech-debt re-platforming effort value,Provide the testing infrastructure to allow all squads to test and ship new features priority,Provide the testing infrastructure to allow all squads to test and ship new features value,Release with a minimal user impact priority,Release with a minimal user impact value,Increase developers engagement priority,Increase developers engagement value,Ensure our product is stable as it scales and we stretch our product lines priority,Ensure our product is stable as it scales and we stretch our product lines value, priority, value,#1  - Frictionless experience priority,#1  - Frictionless experience value,#2 - Needs of mature XP teams priority,#2 - Needs of mature XP teams value,#3 - AI-Innovation priority,#3 - AI-Innovation value,Finish all LOT 1 Capabilities priority,Finish all LOT 1 Capabilities value,Liliia: Ratio metrics priority,Liliia: Ratio metrics value,Alisher : Data query + missing stats. methods priority,Alisher : Data query + missing stats. methods value,Goal Metadata priority,Goal Metadata value,RP Satisfaction = Fix RP Design inconsistencies + Feedback priority,RP Satisfaction = Fix RP Design inconsistencies + Feedback value,Migrate Users RP: RP LOT 2: Add views and Comments priority,Migrate Users RP: RP LOT 2: Add views and Comments value,CSV File Widget priority,CSV File Widget value,Goal improvements with Graphic editor priority,Goal improvements with Graphic editor value,Live Events priority,Live Events value,Global alerts priority,Global alerts value,Opportunities in Alerts / AI Assist priority,Opportunities in Alerts / AI Assist value,Pre-built  segments: priority,Pre-built  segments: value,Statistical capabilities priority,Statistical capabilities value,Widget Studio in RP priority,Widget Studio in RP value,Statistical capabilities priority,Statistical capabilities value,Designer,SDK checklist
19455107,subfeature,2023-04-27 16:54:51 UTC,2025-02-03 10:00:01 UTC,Integrations Migration to K8s - Klaviyo,<https://project.kameleoon.net/issues/21781> ,New idea,,19454413,Integrations Migration to K8s,Tribe Developer,_⭐ Integrations Squad,,,,,,,,20,20,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455115,subfeature,2023-04-27 16:55:02 UTC,2025-04-08 08:17:53 UTC,Integrations Migration to K8s - Klaviyo segment,<https://project.kameleoon.net/issues/21782> ,Development in progress,,19454413,Integrations Migration to K8s,Tribe Developer,_⭐ Integrations Squad,2025-01-30,2025-03-02,,,,,,20,20,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455123,subfeature,2023-04-27 16:55:12 UTC,2023-05-30 06:24:05 UTC,Integrations Migration to K8s - Krux,"<https://project.kameleoon.net/issues/21783> <p></p> KRUX is unused, deactivated\. ",Rejected,,19454413,Integrations Migration to K8s,Tribe Developer,🙂 Dev Tools Squad,2023-07-24,2023-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455141,subfeature,2023-04-27 16:56:27 UTC,2025-01-31 09:48:32 UTC,Integrations Migration to K8s - Mediarithmics,<https://project.kameleoon.net/issues/21784> ,Planned,,19454413,Integrations Migration to K8s,Tribe Developer,_⭐ Integrations Squad,,,,,,,,20,20,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455157,subfeature,2023-04-27 16:57:09 UTC,2025-01-31 09:48:57 UTC,Integrations Migration to K8s - Shopify,<https://project.kameleoon.net/issues/21785> ,Planned,,19454413,Integrations Migration to K8s,Tribe Developer,_⭐ Integrations Squad,,,,,,,,20,20,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455170,subfeature,2023-04-27 16:57:37 UTC,2025-01-31 09:46:58 UTC,Integrations Migration to K8s - Piwik segment,<https://project.kameleoon.net/issues/21786> ,Planned,,19454413,Integrations Migration to K8s,Tribe Developer,_⭐ Integrations Squad,,,,,,,,20,20,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,20,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19455180,subfeature,2023-04-27 16:57:52 UTC,2025-01-31 09:48:20 UTC,Integrations Migration to K8s - Tealium,<https://project.kameleoon.net/issues/21787> ,Planned,,19454413,Integrations Migration to K8s,Tribe Developer,_⭐ Integrations Squad,,,,,,,,40,40,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,40,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19524148,feature,2023-05-02 18:16:15 UTC,2023-06-27 07:19:26 UTC,Zuko Integration,## 📒 **Feature short description:** Sending track events to Zuko\. <https://docs.zuko.io/browser-js-api/Zuko.html> ## 😥 Problem <u>**Problem statement:**</u> Zuko's users couldn't track the impact of experiments on forms\. <p></p> <u>**Workaround:**</u> - **Existing workaround:** Yes - **Workaround description:** custom analytics ## 💡 Solution <u>**Key benefits**</u>: <span data-preserve-white-space></span> Tracking campaign impact on form conversion\. <span data-preserve-white-space></span>   <u>**Use Cases:**</u> <span data-preserve-white-space></span> Use Zuko forms combined with Kameleoon campaigns and track both\. <p></p> <u>**✏️ Product design:**</u> - **Product package:** Web Experimentation <span data-preserve-white-space></span> - **Product scope:** app - **Target Persona**: PM - **Main updates:** \- ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Redmine ticket**: <https://project.kameleoon.net/issues/21828> <p></p> ,Released,,9564652,Common integrations,Tribe Developer,🙂 Dev Tools Squad,2023-05-04,2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19530984,feature,2023-05-03 00:43:54 UTC,2023-09-21 10:44:07 UTC,Audience Mapping in GA4,"## 📒 **Feature short description:** We are going to change our existing integration \(yes, again\)\. Now, the gtag method will be based on [Google's guidelines](https://developers.google.com/analytics/devguides/collection/ga4/integration)\. <span data-preserve-white-space></span> ## 😥 Problem <u>**Problem statement:**</u> Google released a new article in which they explained a specific procedure we should follow to integrate with them: <span data-preserve-white-space></span> <https://developers.google.com/analytics/devguides/collection/ga4/integration> <p></p> <p></p> <u>**Workaround:**</u> - **Existing workaround:** No ## 💡 Solution <u>**Key benefits**</u>: <span data-preserve-white-space></span> Nothing except Audience are created automatically\. They are also deleted automatically, which is not convenient for our users \(we will make this as optional\)\. <span data-preserve-white-space></span>   <u>**Use Cases:**</u> <span data-preserve-white-space></span> \- <p></p> <u>**✏️ Product design:**</u> - **Product package:** Web Experimentation <span data-preserve-white-space></span> - **Product scope:** Integrations page - **Target Persona**: Marketer and PMs - **Main updates:** Users will use their Google credentials so we can automatically create GA4 Audiences for them\. ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: <https://project.kameleoon.net/issues/21833> - **Image:** mandatory, to illustrate the topic <p></p> ",Released,,9564652,Common integrations,Tribe Developer,🙂 Dev Tools Squad,2023-06-01,2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19826929,feature,2023-05-11 10:56:44 UTC,2023-06-19 09:41:38 UTC,Activation link regeneration,"## 📒 **Feature short description:** We will allow users to ask for another activation link when it is expired\. <span data-preserve-white-space></span> ## 😥 Problem <u>**Problem statement:**</u> Currently, users are complaining about the fact that the link only has 24h of lifetime\. Therefore, they only have 24 hours to activate their account\. After that, they will be redirected to an error page\. <span data-preserve-white-space></span> <p></p> <u>**Workaround:**</u> - **Existing workaround:** Yes - **Workaround description:** Asking a CSMs or the admin user to send another link or force activation from the Teams page\. ## 💡 Solution <u>**Key benefits**</u>: <span data-preserve-white-space></span> What value does this feature bring to the user?  - More independence to the users, because they won't have to ask somebody for another activation email\. <span data-preserve-white-space></span>   <u>**Use Cases:**</u> <span data-preserve-white-space></span> - A user that did not click on the activation link within the 24 hours will be able to ask for a new link and not get stuck\. <p></p> <u>**✏️ Product design:**</u> - **Product package:** All - **Product scope:** Activation flow \(email \+ error page\) - **Target Persona**: All - **Main updates:** In bullets, concisely describe what your solution consists of:     - In page the error page, we add a button, so the user can ask for another link \(received by email\) ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Figma file**: [Link](https://www.figma.com/file/0aGOIjoEvn704ABZepfJPw/US---21932---Activation-link-regeneration?type=design&node-id=161%3A76&t=IpPx12AdBrYj7eeI-1) - **Spec file**: optional \(paste link\) - **Redmine ticket**: <https://project.kameleoon.net/issues/21932> - **Translations** : <https://docs.google.com/spreadsheets/d/17srXXgMJgH8DeI_BxtShmk8qfrt4YZxkawDPx5FeeYw/edit?usp=sharing> <p></p> ",Released,,6783364,"Data, Common  & Infrastructure",Tribe Developer,🙂 Dev Tools Squad,2023-05-15,2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19885162,feature,2023-05-15 10:27:57 UTC,2023-06-26 12:23:36 UTC,BPCE Autopromotion enhancements,"**Problem** **Managing national campaigns is complex\.** In detail, when launching the duplication of a national campaign, it is difficult to know : - On which establishments \(or sub\-sites\) this campaign has been duplicated\. - What is the status of this campaign \(coming from the national level\) for each sub\-site? - Which campaigns on sub\-sites are still synchronized with the national campaign? <p></p> The goal of this User Story is to help BPCE managing all their campaigns\. <span data-preserve-white-space></span> ",Design in progress,,9564719,Autopromo Personalization,Fabien DIMEGLIO,🙂 Perso Squad,2023-02-23,2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad Perso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096371,feature,2023-05-24 12:10:15 UTC,2023-06-22 09:52:36 UTC,SDK attribution window,Enable support for attribution window for SDK experiments\. ,Released,,6783364,"Data, Common  & Infrastructure",Tribe Marketers,_⭐ Reporting Squad,2023-05-21,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20248307,feature,2023-05-30 06:16:45 UTC,2024-06-21 12:37:18 UTC,Shopify updates ( new checkout page),"## 📒 **Feature short description:** We update our Shopify app to support the new format of checkout pages\. ## 😥 Problem <u>**Problem statement:**</u> What problem are we trying to solve with this feature? Or, what is the opportunity we are addressing?  <p></p> Customer couldn't use our Shopify integration on the new format of the checkout page\. <u>**Workaround:**</u> - **Existing workaround:** Yes <span data-preserve-white-space></span> - **Workaround description:** Manually adding Kameleoon, I think\. ## 💡 Solution <u>**Key benefits**</u>: <span data-preserve-white-space></span> What value does this feature bring to the user?  - Use of the Shopify app for the last format version <span data-preserve-white-space></span>   <u>**Use Cases:**</u> <span data-preserve-white-space></span> Share use cases where this feature would help our users\. <span data-preserve-white-space></span> - Same as before = being able to use Kameleoon on the checkout page <p></p> <u>**✏️ Product design:**</u> - **Product package:** Web Experimentation \/ - **Product scope:** Shopify integration - **Target Persona**: All <p></p> ## 🎯 **Measuring Success** ``` NA ``` --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: <https://project.kameleoon.net/issues/22132> - **Image:** mandatory, to illustrate the topic <p></p> ",Rejected,,9564652,Common integrations,Tribe Developer,_⭐ Integrations Squad,2023-05-29,2023-12-31,,,,,,40,80,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Squad Dev Tools,,,,,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20294747,feature,2023-05-31 15:10:31 UTC,2025-03-17 10:54:43 UTC,Rename originale variation,"",New idea,,6783323,Web Experimentation,Tribe Marketers,"_⭐ Campaign Creation Squad, 🙂 Interface squad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribe Marketers,
20394132,feature,2023-06-05 12:19:30 UTC,2023-11-09 16:33:37 UTC,New SDK Targeting Conditions for Feature Flags,"## 🚀 Feature Summary <p></p> We want to provide new targeting conditions for server\-side testing, using data natively available in SDKs\. The following conditions will be available for Feature Flags and \(SDK & Hybrid\) Experiments: <p></p> 1. **Device type** \(condition already exists for other types of experiment: `DEVICE_TYPE` 1. **Browser** \(condition already exists for other types of experiment: `BROWSER `We also have the possibility to set the version optionally\. In SDK, the data Browser will also accept version now\. 1. **Page Title** \(condition already exists for other types of experiment : `PAGE_TITLE` 1. **Page URL** \(condition already exists for other types of experiment: `PAGE_URL` 1. **Referring website URL** \(condition already existing for other types of experiment: `ORIGIN` 1. **Goal converted** \(condition already exists for other types of experiment:  `CONVERSIONS` 1. **SDK language** \(`SDK_LANGUAGE`\) \(with values: ANDROID, SWIFT, JAVA, CSHARP, NODEJS, PHP, RUBY, GO, FLUTTER, REACTJS\)\. Optionally, version will also be accepted, as with Browser condition 1. **Visitor code** \(`VISITOR_CODE`\) \(string as value, with EXACT, CONTAINS and REGULAR\_EXPRESSION as match types\) 1. New conditions **SDK language** and **Visitor code** will be added to the group *Technical*\. <p></p> ![](https://pb-files.s3.amazonaws.com/production/attachments/34e434d8aa43e631be883afc333c6cf73d42463b6e6fea1151c715f5fa14c400/image.png) --- ## 📄 Attached documents <p></p> - Redmine ticket: <https://project.kameleoon.net/issues/21684> <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ",Released,,8692201,Feature Experimentation,Tribe Developer,🙂 FF/SDK Squad,2023-06-01,2023-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20445900,feature,2023-06-07 07:01:34 UTC,2023-08-03 07:54:56 UTC,Traffic Reallocation,"## 🚀 Feature Summary <p></p> The **traffic reallocation** feature aims to enhance the effectiveness of feature delivery and testing by allowing users to reallocate traffic between different variations in real\-time\. If used, Kameleoon will '*rebucket'* visitors from scratch and disregard which experience they were exposed to prior to reallocation\.  <span data-preserve-white-space></span> --- ## 😥 Problem <p></p> - As a user, I face: <span data-preserve-white-space></span>     - For whatever reason \(e\.g testing\) if user wants to reset the bucketing of a rule, there is no way\. For instance, if one or more variations are performing poorly and I want to re\-bucket ONLY that variation's traffic \- I can't do so\. - **Workaround:** Delete the variation and create another <span data-preserve-white-space></span> <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ## 💡 Solution Benefits <span data-preserve-white-space></span>  <span data-preserve-white-space></span> <span data-preserve-white-space></span>  <span data-preserve-white-space></span> - Gives more freedom to re\-bucket traffic without changing any other parameters of the rule\. <span data-preserve-white-space></span> <p></p> ![](https://pb-files.s3.amazonaws.com/production/attachments/97ad88b0f95cb58d7e0659fd63ead1c6b566e7f711330551ff267ee8951bb78f/image.png) <p></p> <p></p> ![](https://pb-files.s3.amazonaws.com/production/attachments/d468db8ee215a586ca0b1669b94f880e551f198cbe225858b042792026cab730/image.png) <p></p> <u>**✏️ Product design:**</u> - **Product package:**  Feature Management and Experiment - **Product scope:** Rollout Planner - **Target Persona**: PM - **Main updates:** A CTA in the exposition config section of the rule overlay\.  <span data-preserve-white-space></span> <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ## 🎯 **Measuring Success** - **Goal 1:** Improved conversion metrics <span data-preserve-white-space></span> - **Success metric:** Feature adoption, user feedback <span data-preserve-white-space></span>  <span data-preserve-white-space></span> --- ## 📄 Attached documents - Figma designs: <span data-preserve-white-space></span> [Embedded content](https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Ffile%2FWIWV3sZxOkD8jvZ9KyobAO%2FFF---Reallocate-traffic%3Ftype%3Ddesign%26node-id%3D9-3033%26t%3DLeP9QHLQefaTVSvV-0) - Redmine ticket: \(to be added\) <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ",Released,,8692201,Feature Experimentation,Tribe Developer,🙂 FF/SDK Squad,2023-05-21,2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20446677,feature,2023-06-07 07:42:51 UTC,2024-04-03 08:37:14 UTC,RBAC: User Permissions for FE,"Pains: 1. Risk Mitigation: Without the Four\-Eyes Principle, there is a higher risk of introducing faulty or problematic features into production, leading to potential bugs, performance issues, or security vulnerabilities\. 1. Lack of Accountability: When changes to feature flags are made by a single individual, it becomes difficult to trace back and assign responsibility in case of errors or negative outcomes\. 1. Quality Assurance Challenges: In the absence of multiple reviewers, the likelihood of overlooking potential issues or gaps in feature flag configurations increases, resulting in lower overall software quality\. 1. Compliance and Governance: Organizations operating in regulated industries or following strict compliance requirements may face difficulties in meeting audit and governance standards without a robust approval process in place\. <p></p> Gains: 1. Enhanced Security: By requiring the involvement of multiple authorized individuals, the Four\-Eyes Principle adds an extra layer of security, reducing the risk of unauthorized or malicious changes to feature flags\. 1. Improved Quality Control: Having multiple reviewers ensures that proposed changes undergo thorough scrutiny, catching errors, inconsistencies, or potential pitfalls early in the process, leading to higher\-quality software deployments\. 1. Shared Knowledge and Collaboration: The Four\-Eyes Principle fosters collaboration and knowledge sharing among team members\. Reviewers can provide valuable insights, suggestions, or alternative approaches to improve the feature flag configurations\. 1. Transparent Decision\-Making: With a clear approval workflow and audit trail, the decision\-making process becomes transparent and accountable, enabling stakeholders to understand who reviewed and approved each change\. 1. Compliance and Auditing: Organizations can meet regulatory and compliance requirements by having a controlled and documented approval process for feature flag changes, ensuring accountability and adherence to established guidelines\. 1. Confidence in Deployments: By implementing the Four\-Eyes Principle, users of the feature flag tool can gain confidence in their deployment process, knowing that changes are subject to thorough review and scrutiny, reducing the risk of negative impacts on end\-users\. 1. Error Detection and Prevention: Multiple sets of eyes can identify potential issues, such as conflicts with existing feature flags, incorrect configurations, or unintended consequences, minimizing the chances of introducing bugs or performance regressions\. 1. Continuous Improvement: The feedback and suggestions provided by the reviewers during the approval process can lead to iterative improvements in feature flag configurations, resulting in a more optimized and stable software system over time\. By embedding the Four\-Eyes Principle into the workflow of a feature flag tool, users can benefit from increased security, improved quality control, collaborative decision\-making, and better compliance with industry standards\. This ultimately leads to more reliable software deployments and a smoother user experience\. ",Released,,9564875,Feature Management & Experimentation (FM&E),Tribe Developer,"_⭐ Feature Experimentation Squad, 🙂 FF/SDK Squad",2024-01-01,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20446705,subfeature,2023-06-07 07:43:57 UTC,2025-10-21 15:46:56 UTC,Codebase Analyser,"",Planned,,30403403,GenAI for FE,Tribe Developer,"_⭐ Feature Experimentation Squad, 🙂 FF/SDK Squad, forrester",2025-06-04,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20446710,feature,2023-06-07 07:44:19 UTC,2023-11-10 22:16:35 UTC,Technical Debt Management,"## 🚀 Feature Summary <p></p> Technical debt management in feature flags refers to the process of identifying, tracking, and addressing technical debt associated with feature flags within your codebase\. Over time, as new features are released and experiments conducted using feature flags, technical debt may accumulate within the codebase that becomes increasingly difficult to proactively cleanup\. --- ## 😥 Problem <p></p> As a user, I face: <span data-preserve-white-space></span> - **Accumulated Technical Debt:** Users face challenges in managing and reducing technical debt associated with feature flags and other instances of Kameleoon's SDK, leading to code complexity and maintenance issues\. - **Time\-Consuming Manual Efforts:** The current process for identifying and addressing tech debt requires extensive manual intervention, diverting resources from other critical tasks\. - **Risk of Bugs and Errors:** Unresolved tech debt may lead to increased risks of bugs, errors, and performance issues in the application\. - **Impact on Team Efficiency:** Dealing with tech debt hampers development team productivity, slowing down feature development and experimentation\. <p></p> - **Workaround:** Using filters with key dates to track flags not edited in a long time\. Still pretty manual\.   <span data-preserve-white-space></span> <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ## 💡 Solution Benefits <p></p> With this feature, I benefit from: <span data-preserve-white-space></span> - **Streamlined cleanup process:** The feature provides an simplified process to identify, track, and address tech debt related to feature flags, ensuring a cleaner and more maintainable codebase\. - **Time and Resource Savings**: Users save valuable time and effort if stale flags are highlighted for them, clearing up bandwidth for feature improvements\. - **Enhanced Code Quality:** The simple improvement helps developers improve the overall code quality, reducing the likelihood of bugs in the long\-term and enhancing application performance\. - **Faster Feature Development:** With reduced tech debt, development teams can accelerate forward with more peace of mind, and deliver new functionalities more efficiently\. <p></p> ## **✏️ Product design:** - **Product package:**  Feature Management and Experiment - **Product scope:** FME Dashboard - **Target Persona**: Developers - **Main updates:** Dashboard enhancements to highlight flags that may be stale\.\. <span data-preserve-white-space></span> <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ![](https://pb-files.s3.amazonaws.com/production/attachments/ca07e65981e10cdc66097697b5faab91a1c8451b1007d63a895388e8db82511b/image.png) ## 🎯 **Measuring Success** - How many flags were deleted when marked as stale? - Measure the decrease in the total number of stale flags over a specific period\. <span data-preserve-white-space></span>  <span data-preserve-white-space></span> --- ## 📄 Attached documents - Designs: [Figma file](https://www.figma.com/file/s2i4MS9OpfJ9RidwRgPGCM/FF_Goals%26Rollbacks?type=design&node-id=343-16064&mode=design&t=6Mm2BrOf008V64Cw-0) - Redmine ticket: NA <span data-preserve-white-space></span>  <span data-preserve-white-space></span> ",Released,,9564875,Feature Management & Experimentation (FM&E),Tribe Developer,🙂 FF/SDK Squad,2023-07-27,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squad FM&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20446954,feature,2023-06-07 08:02:09 UTC,2024-02-29 09:27:46 UTC,Enhanced Activity Logs for Feature Experimentation,To be updated ,Released,,9564875,Feature Management & Experimentation (FM&E),Tribe Developer,"_⭐ Feature Experimentation Squad, 🙂 FF/SDK Squad",2024-01-01,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20585841,subfeature,2023-06-12 15:47:50 UTC,2023-09-20 09:19:51 UTC,Vercel,"",Released,,17315664,Edge CDN Kits,Tribe Developer,🙂 FF/SDK Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20585842,subfeature,2023-06-12 15:47:53 UTC,2023-07-28 16:41:00 UTC,Cloudfront,"",Released,,17315664,Edge CDN Kits,Tribe Developer,🙂 FF/SDK Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
